prompt,result,acc,self-contra,finer,
"Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because [MASK] she was not lesbian. Does [MASK] refer to Felicia or Christine? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Felicia

Reasoning: The sentence indicates that Christine refused to be Felicia's girlfriend because she was not a lesbian. Since Christine's sexual orientation is mentioned as the reason for refusal, the pronoun ""she"" refers to Christine, not Felicia.",0,1,,??
"Matthew wants to sell Kevin tickets to the football game because [MASK] needs the money. Does [MASK] refer to Matthew or Kevin? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Matthew

Reasoning: The sentence implies that Matthew wants to sell tickets to Kevin because someone needs the money. Since Matthew is the one selling the tickets, it is reasonable to conclude that [MASK] refers to Matthew as the one who needs the money.",1,0,,
"Matthew wants to sell Kevin tickets to the football game but [MASK] has no money. Does [MASK] refer to Matthew or Kevin? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kevin

Reasoning: The sentence states that Matthew wants to sell tickets to Kevin, but someone has no money. Since Matthew is the one selling the tickets, it is reasonable to conclude that Kevin has no money to buy the tickets.",1,0,,
"Elena told Natalie to put the hood of her jacket up because [MASK] was likely to get cold. Does [MASK] refer to Elena or Natalie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Natalie

Reasoning: The sentence implies that Natalie should put the hood of her jacket up because she is likely to get cold. Therefore, [MASK] refers to Natalie.",1,0,ir,
"Elena told Natalie to put the hood of her jacket up because [MASK] didn't want her to get cold. Does [MASK] refer to Elena or Natalie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Elena

Reasoning: The sentence states that Elena told Natalie to put the hood of her jacket up because someone didn't want her to get cold. Since Elena is the one giving the instruction to protect Natalie from getting cold, [MASK] refers to Elena.",1,0,,
"The node on the head needed medication applied to its area because the [MASK] was swollen. Does [MASK] refer to node or medication? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: node

Reasoning: The sentence indicates that the medication needed to be applied to the area of the swollen node. Therefore, the pronoun ""its"" refers to the node, not the medication.",1,0,,
"Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the [MASK] were better received. Does [MASK] refer to checks or clothes? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: checks

Reasoning: The sentence implies that Sue has transitioned from donating old clothes to writing checks because the checks were better received. This indicates that the checks were better received than the clothes, making the reference [MASK] checks.",1,0,,
"Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the [MASK] were worse received. Does [MASK] refer to checks or clothes? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: checks

Reasoning: The sentence implies that Sue has transitioned from donating old clothes to writing checks to her favorite charity. The phrase ""as the [MASK] were worse received"" suggests that checks were not as well received as the old clothes, indicating that [MASK] refers to checks.",0,0,wrong external,
"Matthew offered to help write a fitness plan for Christopher because [MASK] was out of shape. Does [MASK] refer to Matthew or Christopher? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Christopher

Reasoning: The sentence implies that Christopher was out of shape, which is the reason why Matthew offered to help write a fitness plan for him.",1,0,,
"Matthew offered to help write a fitness plan for Christopher because [MASK] was a personal trainer. Does [MASK] refer to Matthew or Christopher? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Matthew

Reasoning: The sentence states that Matthew offered to help write a fitness plan for Christopher because he was a personal trainer. Since the reason for offering help is being a personal trainer, [MASK] refers to Matthew.",1,0,,
"The waves destroyed the garage but left the house intact because the [MASK] was so close to the shore. Does [MASK] refer to garage or house? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: garage

Reasoning: The sentence states that the waves destroyed the garage but left the house intact because of its proximity to the shore. Since the garage was close to the shore, it is reasonable to conclude that the [MASK] refers to the garage.",1,0,,
"The waves destroyed the garage but left the house intact because the [MASK] was so far from the shore. Does [MASK] refer to garage or house? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: house

Reasoning: The sentence states that the waves destroyed the garage but left the house intact because the [MASK] was so far from the shore. Since the house was far from the shore, it remained intact while the garage, being closer to the shore, was destroyed.",1,1,bq,
"Katrina sells Maria a rug at the local flea market because [MASK] is a customer. Does [MASK] refer to Katrina or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: The sentence states that Katrina sells Maria a rug because someone is a customer. Since Katrina is the one selling the rug, she is the one who is the seller and therefore the customer must be Maria.",0,1,,??
"Katrina sells Maria a rug at the local flea market because [MASK] is a vendor. Does [MASK] refer to Katrina or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: The sentence states that Katrina sells Maria a rug at the local flea market because someone is a vendor. Since Katrina is the one selling the rug, she is the vendor in this context.",1,0,,
"Joan's grandmother always wanted a hug and a kiss, but Joan preferred the [MASK] because she was afraid of germs. Does [MASK] refer to kiss or hug? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: hug

Reasoning: Joan preferred the hug over the kiss because she was afraid of germs. The sentence implies that Joan avoided the kiss due to fear of germs, indicating that the [MASK] refers to the kiss.",1,1,bq,
"Joan's grandmother always wanted a hug and a kiss, but Joan didn't like the [MASK] because she was afraid of germs. Does [MASK] refer to kiss or hug? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: kiss

Reasoning: Joan didn't like the kiss because she was afraid of germs, indicating that the action of kissing was the one she disliked due to her fear of germs.",1,1,bq,
"The library kept an enormous collection of novels but not comics because the [MASK] were dull. Does [MASK] refer to novels or comics? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: comics

Reasoning: The sentence states that the library kept an enormous collection of novels but not comics because the [MASK] were dull. Since comics are typically colorful and visually engaging, the word ""dull"" suggests that comics were not included in the collection, making [MASK] refer to comics.",1,0,,
"The library kept an enormous collection of novels but not comics because the [MASK] were popular. Does [MASK] refer to novels or comics? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: novels

Reasoning: Novels were popular, as indicated by the library keeping an enormous collection of them. Since comics were not kept due to popularity reasons, the reference in the sentence should be novels.",1,0,,
"Carrie's store has more loyal customers than Patricia's store does because [MASK] 's store is older. Does [MASK] refer to Carrie or Patricia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Patricia

Reasoning: The sentence implies that Carrie's store has more loyal customers than Patricia's store because someone's store is older. Since Patricia's store is being compared to Carrie's store in terms of age, the reference should be to Patricia.",0,1,ir,
"Carrie's store has more loyal customers than Patricia's store does because [MASK] 's store is newer. Does [MASK] refer to Carrie or Patricia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Patricia

Reasoning: The sentence implies that Patricia's store is newer, which is the reason why Carrie's store has more loyal customers. Therefore, [MASK] refers to Patricia.",1,1,bq,
"Christine didn't pass the lie detection test that Jessica did because [MASK] had something to hide. Does [MASK] refer to Christine or Jessica? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Christine

Reasoning: The sentence implies that Christine didn't pass the lie detection test because she had something to hide, contrasting with Jessica who did pass the test. Therefore, [MASK] refers to Christine.",1,0,,
"Christine didn't pass the lie detection test that Jessica did because [MASK] had nothing to hide. Does [MASK] refer to Christine or Jessica? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jessica

Reasoning: The sentence states that Jessica passed the lie detection test because she had nothing to hide. Since Jessica passed the test, it indicates that she had nothing to hide, making the reference [MASK] to Jessica.",1,0,,
"Carrie faced the fan away from Angela because [MASK] was getting too warm in the kitchen. Does [MASK] refer to Carrie or Angela? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Angela

Reasoning: The sentence states that Carrie faced the fan away from Angela because someone was getting too warm in the kitchen. Since Angela is the one who was getting too warm, [MASK] refers to Angela.",0,0,bq,
"Carrie faced the fan toward Angela because [MASK] was getting too warm in the kitchen. Does [MASK] refer to Carrie or Angela? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Angela

Reasoning: The sentence states that Carrie faced the fan toward Angela because someone was getting too warm in the kitchen. Since Angela is the one who was getting too warm, the pronoun ""she"" refers to Angela in this context.",1,1,bq,
"The winter made Jason's hands dry, but not Leslie's, since [MASK] always forgot to moisturize at night. Does [MASK] refer to Jason or Leslie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Leslie

Reasoning: The sentence implies that Leslie always forgot to moisturize at night, leading to dry hands during winter. Since Leslie is the one who forgot to moisturize, the pronoun ""he"" refers to Leslie.",0,0,bq,
"The winter made Jason's hands dry, but not Leslie's, since [MASK] never forgot to moisturize at night. Does [MASK] refer to Jason or Leslie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Leslie

Reasoning: The sentence states that Leslie never forgot to moisturize at night, which prevented Leslie's hands from becoming dry. Therefore, [MASK] refers to Leslie.",1,1,bq,
"Because Carrie lost a bet to Cynthia over the basketball game, [MASK] spent hours doing the cleaning. Does [MASK] refer to Carrie or Cynthia? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Carrie

Reasoning: The sentence states that Carrie lost the bet to Cynthia, so it is likely that Carrie is the one who spent hours doing the cleaning as a result of losing the bet.",1,0,,
"I would rather listen to the radio than watch the TV at night since I find the [MASK] disruptive. Does [MASK] refer to radio or TV? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: TV

Reasoning: TV is likely to be disruptive compared to the radio because TV involves visual stimuli and potentially louder sounds, which can be more distracting than just listening to the radio.",1,0,,
"I would rather listen to the radio than watch the TV at night since I find the [MASK] soothing. Does [MASK] refer to radio or TV? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: radio

Reasoning: The sentence states a preference for listening to the radio over watching TV at night because the [MASK] is soothing. Since the focus is on finding something soothing, it is more likely that the radio is considered soothing in this context.",1,0,,
"Randy started his own business while Ryan worked for someone else so [MASK] had self-employment taxes. Does [MASK] refer to Randy or Ryan? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Randy

Reasoning: Randy started his own business, indicating that he would have self-employment taxes to pay. Ryan, on the other hand, worked for someone else, so he would not have self-employment taxes.",1,0,,
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the [MASK] was a perfect match for her wardrobe. Does [MASK] refer to jacket or hat? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: jacket

Reasoning: The sentence mentions that the boyfriend regretted buying her a jacket and got her a new hat instead. Since the boyfriend knew she thought the [MASK] was a perfect match for her wardrobe, it implies that the jacket was the item she thought was a perfect match, not the hat.",0,0,wrong external,
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the [MASK] was a bad match for her wardrobe. Does [MASK] refer to jacket or hat? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: jacket

Reasoning: The sentence mentions that the boyfriend regretted buying her a jacket and got her a new hat instead because he knew she thought the [MASK] was a bad match for her wardrobe. Since the boyfriend replaced the jacket with a hat, it implies that the jacket was considered a bad match, not the hat.",1,0,,
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. [MASK] cleaned the floor much slower. Does [MASK] refer to Monica or Victoria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Victoria

Reasoning: Since Victoria wanted to use a broom instead of a vacuum, it implies that she cleaned the floor much slower compared to Monica, who likely would have cleaned faster with the vacuum.",1,0,,
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. [MASK] cleaned the floor much quicker. Does [MASK] refer to Monica or Victoria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Monica

Reasoning: Monica cleaned the floor much quicker because she used a vacuum, which is typically faster and more efficient for cleaning floors compared to a broom.",1,0,,
"I used several sprays to get rid of the bedbugs but they didn't work, because the [MASK] were powerless. Does [MASK] refer to sprays or bedbugs? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: sprays

Reasoning: The sentence indicates that the sprays were powerless in getting rid of the bedbugs, implying that the ineffectiveness lies with the sprays, not the bedbugs.",1,0,,
"I used several sprays to get rid of the bedbugs but they didn't work, because the [MASK] were powerful. Does [MASK] refer to sprays or bedbugs? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: sprays

Reasoning: The sentence indicates that the sprays didn't work because the [MASK] were powerful. Since the sprays were ineffective against the bedbugs, it implies that the bedbugs were powerful, not the sprays.",0,1,,??
"Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because [MASK] grew up on a farm. Does [MASK] refer to Monica or Natalie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Natalie

Reasoning: Natalie grew up on a farm, which is mentioned as the reason for her preference in films. Therefore, [MASK] refers to Natalie.",0,0,bq,
"Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because [MASK] grew up watching soap operas. Does [MASK] refer to Monica or Natalie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Natalie

Reasoning: The sentence implies that the reason for their preference in film genres is because someone grew up watching soap operas. Since Natalie is mentioned as enjoying romantic films more, it is likely that she is the one who grew up watching soap operas.",1,0,,
"There were more books at the library than at the bookstore because the [MASK] was bigger. Does [MASK] refer to library or bookstore? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: library

Reasoning: The sentence compares the number of books at the library to the number at the bookstore, stating that there were more books at the library. The reason for this difference is that the library was bigger, not the bookstore.",1,0,,
"There were more books at the library than at the bookstore because the [MASK] was smaller. Does [MASK] refer to library or bookstore? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: bookstore

Reasoning: The sentence implies a comparison between the library and the bookstore, stating that there were more books at the library. The reason given for this difference is that the [MASK] was smaller, indicating that the bookstore had fewer books.",1,0,,
"Drawing was a talent of Sarah but not Carrie so [MASK] was always eager to show her her artwork . Does [MASK] refer to Sarah or Carrie? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Sarah

Reasoning: Since drawing was a talent of Sarah but not Carrie, it implies that Sarah was always eager to show her artwork, as Carrie does not share the same talent or interest in drawing.",1,0,,
"Emily spent a lot of money on their smartphone but Rachel bought a cheap one because [MASK] was very dowdy. Does [MASK] refer to Emily or Rachel? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Rachel

Reasoning: The sentence implies that Rachel bought a cheap smartphone because one of them was very dowdy. Since Emily spent a lot of money on their smartphone, it suggests that Rachel's smartphone was the one considered dowdy.",1,0,,
"Neil asked Michael what it was like to go to war because [MASK] was a pacifist. Does [MASK] refer to Neil or Michael? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Neil

Reasoning: The sentence states that Neil asked Michael about going to war because someone was a pacifist. Since Neil is the one asking the question, it is reasonable to conclude that [MASK] refers to Neil.",1,0,,
"Neil asked Michael what it was like to go to war because [MASK] was ex-military. Does [MASK] refer to Neil or Michael? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Michael

Reasoning: The sentence states that Neil asked Michael about going to war because someone was ex-military. Since Michael was asked about his experience going to war, it indicates that Michael is the one who is ex-military.",1,0,,
"I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the [MASK] because it was almost clear. Does [MASK] refer to topaz or quartz? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: topaz

Reasoning: The sentence mentions that the speaker found quartz and topaz in the mine, but settled on one of them because it was almost clear. Since topaz is often clear or colorless, it is more likely that the speaker settled on topaz for its clarity.",0,0,wrong external,
"I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the [MASK] because it shined yellow. Does [MASK] refer to topaz or quartz? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: topaz

Reasoning: Topaz is known for its yellow color and is often associated with shining yellow. Since the sentence mentions that the speaker settled on something because it shined yellow, it is more likely referring to topaz rather than quartz.",1,0,,
"The chef thinks it's more healthy to eat apples than beets, so he hates putting the [MASK] in his smoothies. Does [MASK] refer to apples or beets? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: beets

Reasoning: The chef thinks it's more healthy to eat apples than beets, so he hates putting the beets in his smoothies. The contrast between apples being healthy and the chef hating to put something in his smoothies indicates that [MASK] refers to beets.",1,0,,
"The chef thinks it's more healthy to eat apples than beets, so he likes putting the [MASK] in his smoothies. Does [MASK] refer to apples or beets? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: apples

Reasoning: The chef believes that eating apples is healthier than eating beets, so he prefers putting the healthier option (apples) in his smoothies.",1,0,,
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because [MASK] swam in the ocean. Does [MASK] refer to Jennifer or Emily? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jennifer

Reasoning: The sentence states that Jennifer was at risk of encountering a shark during their swim, but Emily was not. Since the reason given is that someone swam in the ocean, it is likely that Jennifer, who swam in the ocean, was at risk of encountering a shark.",1,1,bq,
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because [MASK] swam in the lake. Does [MASK] refer to Jennifer or Emily? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jennifer

Reasoning: The sentence states that Jennifer was at risk of encountering a shark during their swim, but Emily was not because someone swam in the lake. Since encountering a shark is a risk in the ocean, it is likely that Jennifer was the one at risk, as Emily was swimming in the lake where there are no sharks.",1,1,bq,
"The documents contained in the files could not fit properly. The [MASK] were too small. Does [MASK] refer to Files or Documents? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Documents

Reasoning: The sentence mentions that the documents could not fit properly because the [MASK] were too small. Since the documents are the items being referred to as not fitting properly, the [MASK] should refer to the documents, not the files.",0,1,ir,
"The documents contained in the files could not fit properly. The [MASK] were too large. Does [MASK] refer to Files or Documents? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Documents

Reasoning: The sentence states that the documents could not fit properly because something was too large. Since the documents are the items being referred to as not fitting properly, the ""MASK"" should refer to the documents, not the files.",1,0,ir,
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. [MASK] liked to escape into an imaginary world. Does [MASK] refer to Lawrence or Jason? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Lawrence

Reasoning: Lawrence, who read fiction, is more likely to enjoy escaping into an imaginary world compared to Jason, who read non-fiction.",1,0,,
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. [MASK] struggled to escape into an imaginary world. Does [MASK] refer to Lawrence or Jason? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jason

Reasoning: Lawrence, who read fiction, would not have struggled to escape into an imaginary world as fiction typically provides an imaginary escape. Jason, who read non-fiction, would likely struggle to escape into an imaginary world since non-fiction is based on real facts and information.",1,0,,
"Mary only wore stripes to work and not plaids because the [MASK] made her look sloppy. Does [MASK] refer to plaids or stripes? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: plaids

Reasoning: The sentence implies that Mary only wore stripes to work and not plaids because plaids made her look sloppy. This indicates that the reason for not wearing plaids is that they made her look sloppy.",1,1,bq,
"Mary only wore stripes to work and not plaids because the [MASK] made her look professional. Does [MASK] refer to plaids or stripes? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: stripes

Reasoning: Stripes made Mary look professional, not plaids. The sentence implies that Mary chose stripes for a specific reason related to professionalism, indicating that the [MASK] refers to stripes.",1,0,,
"The bumper on the car shone brighter than the handle on the car because the [MASK] was dirtier. Does [MASK] refer to bumper or handle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: handle

Reasoning: The sentence compares the brightness of the bumper and the handle, stating that the handle was dirtier. Since dirt typically affects the appearance of an object negatively, the handle being dirtier would make it less shiny compared to the bumper.",1,1,bq,
"The bumper on the car shone brighter than the handle on the car because the [MASK] was cleaner. Does [MASK] refer to bumper or handle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: handle

Reasoning: The sentence compares the brightness of the bumper and the handle, stating that the bumper shone brighter because the [MASK] was cleaner. Since the handle is typically dirtier than the bumper, it is reasonable to conclude that the [MASK] refers to the handle.",0,1,ir,
"Ian is making a pool party for Neil and needs to raise pH in a pool, so [MASK] could safely enjoy party. Does [MASK] refer to Ian or Neil? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Neil

Reasoning: The sentence states that Ian needs to raise the pH in the pool so someone (Neil) could safely enjoy the party. Since the purpose is to ensure Neil's safety and enjoyment, [MASK] refers to Neil.",1,1,bq,
"Ian is making a pool party for Neil and needs to raise pH in a pool, so [MASK] buys pH raising preparates. Does [MASK] refer to Ian or Neil? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Ian

Reasoning: The sentence states that Ian is making the pool party for Neil and needs to raise the pH in the pool, so Ian buys pH raising preparates. Since Ian is the one organizing the pool party and taking action to raise the pH, [MASK] refers to Ian.",1,0,,
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the [MASK] to sign the document. Does [MASK] refer to pencil or pen? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: pen

Reasoning: Billie used the pen to sign the document, as mentioned in the sentence.",1,1,bq,
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the [MASK] to sign the document. Does [MASK] refer to pencil or pen? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: pencil

Reasoning: The sentence mentions that Billie stubbornly used something to sign the document after being given a pen. Since she already had a pencil, it is likely that she used the pencil to sign the document.",1,0,,
"No one was able to enjoy the story and we started to listen to the music. The [MASK] is boring. Does [MASK] refer to story or music? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: story

Reasoning: The sentence states that no one was able to enjoy the story, and they started to listen to the music instead. Since the context suggests that the story was boring and led them to switch to music, the [MASK] refers to the story.",1,1,bq,
"No one was able to enjoy the story and we started to listen to the music. The [MASK] is interesting. Does [MASK] refer to story or music? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: story

Reasoning: The sentence states that no one was able to enjoy the story, so they started to listen to the music. Since the story was not enjoyable, the implication is that the music is interesting.",0,1,,??
"The teeth of Katrina are more yellow than Laura's due to [MASK] drinking mostly water all the time. Does [MASK] refer to Katrina or Laura? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: The sentence implies that Katrina's teeth are more yellow than Laura's because of someone's habit of drinking mostly water. Since Katrina's teeth are the ones being compared to Laura's, the reference in [MASK] should be Katrina.",0,1,ir,
"The teeth of Katrina are more yellow than Laura's due to [MASK] drinking mostly coffee all the time. Does [MASK] refer to Katrina or Laura? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Katrina

Reasoning: The sentence states that Katrina's teeth are more yellow than Laura's due to someone drinking mostly coffee all the time. Since Katrina's teeth are the ones being compared to Laura's, the reference should be to Katrina.",1,0,ir,
"Kevin didn't consider the costs when they bought the house from Derrick, so [MASK] was rid of the money pit. Does [MASK] refer to Kevin or Derrick? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kevin

Reasoning: Kevin didn't consider the costs when they bought the house from Derrick, so Kevin was rid of the money pit. The sentence implies that Kevin was the one who got rid of the money pit by not considering the costs.",0,0,wrong external,
"Kevin didn't consider the costs when they bought the house from Derrick, so [MASK] was stuck with the money pit. Does [MASK] refer to Kevin or Derrick? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kevin

Reasoning: Kevin didn't consider the costs when they bought the house from Derrick, so Kevin was stuck with the money pit.",1,0,,
"Robert helped create an internet viral video sensation of Kyle when [MASK] danced in video. Does [MASK] refer to Robert or Kyle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Kyle

Reasoning: The sentence mentions that the viral video sensation was created when someone danced in the video. Since Kyle is the one being mentioned as the subject of the video, [MASK] refers to Kyle.",1,0,,
"Robert helped create an internet viral video sensation of Kyle when [MASK] directed the video. Does [MASK] refer to Robert or Kyle? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Robert

Reasoning: The sentence states that Robert helped create the viral video sensation of Kyle when someone directed the video. Since Robert is mentioned first in the sentence as the one who helped create the video, it is reasonable to conclude that [MASK] refers to Robert as the one who directed the video.",1,0,,
"Rebecca invited Maria to a concert, then [MASK] had to get permission to attend from their parents. Does [MASK] refer to Rebecca or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Maria

Reasoning: Since Rebecca invited Maria to the concert, it is more likely that Maria had to get permission from her parents to attend, as it is common for minors to seek parental permission for such events.",1,0,,
"Rebecca was invited to a concert by Maria, then [MASK] had to get permission to attend from their parents. Does [MASK] refer to Rebecca or Maria? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Rebecca

Reasoning: Since Rebecca was invited to the concert by Maria, it implies that Rebecca had to get permission from their parents to attend the concert.",1,0,,
"Betty was able to hold the pigeon longer than Angela because [MASK] is scared of birds. Does [MASK] refer to Betty or Angela? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Angela

Reasoning: The sentence implies that the reason someone couldn't hold the pigeon longer is that they are scared of birds. Since Angela is scared of birds, she would be the one unable to hold the pigeon longer.",1,1,bq,
"Betty was able to hold the pigeon longer than Angela because [MASK] wasn't scared of birds. Does [MASK] refer to Betty or Angela? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Angela

Reasoning: The sentence implies that Angela was not scared of birds, allowing her to hold the pigeon longer than Betty.",0,0,wrong context,
"Nick gets jock itch a lot, while Jason has never even worn a jock strap. [MASK] is the artist. Does [MASK] refer to Nick or Jason? Give your answer first, then reasoning. Follow the format: Answer:[answer]
Reasoning: [reasoning]
","Answer: Jason

Reasoning: The sentence does not provide any indication or relevance to the artist's identity based on the context given about Nick and Jason. Therefore, the reference to the artist is unrelated to Nick or Jason's situations.",1,1,self-contra,??
